"fips","MSA","year","population"
"38057","RURAL",2000,8644
"38059","BISMARCK, ND",2000,25303
"38059","BISMARCK, ND",2010,27471
"38061","RURAL",2000,6631
"38061","RURAL",2010,7673
"38063","RURAL",2000,3715
"38063","RURAL",2010,3126
"38065","RURAL",2010,1846
"38065","RURAL",2000,2065
"38067","RURAL",2010,7413
"38067","RURAL",2000,8585
"38069","RURAL",2000,4675
"38069","RURAL",2010,4357
"38071","RURAL",2000,12066
"38071","RURAL",2010,11451
"38073","RURAL",2010,5457
"38073","RURAL",2000,5890
"38075","RURAL",2000,2610
"38075","RURAL",2010,2470
"38077","RURAL",2010,16321
"38077","RURAL",2000,17998
"38079","RURAL",2010,13937
"38079","RURAL",2000,13674
"38081","RURAL",2010,3829
"38081","RURAL",2000,4366
"38083","RURAL",2000,1710
"38083","RURAL",2010,1321
"38085","RURAL",2010,4153
"38085","RURAL",2000,4044
"38087","RURAL",2010,727
"38087","RURAL",2000,767
"38089","RURAL",2000,22636
"38089","RURAL",2010,24199
"38091","RURAL",2010,1975
"38091","RURAL",2000,2258
"38093","RURAL",2010,21100
"38093","RURAL",2000,21908
"38095","RURAL",2010,2246
"38095","RURAL",2000,2876
"38097","RURAL",2010,8121
"38097","RURAL",2000,8477
"38099","RURAL",2010,11119
"38099","RURAL",2000,12389
"38101","RURAL",2010,61675
"38101","RURAL",2000,58795
"38103","RURAL",2010,4207
"38103","RURAL",2000,5102
"38105","RURAL",2010,22398
"38105","RURAL",2000,19761
"39001","RURAL",2000,27330
"39001","RURAL",2010,28550
"39003","LIMA, OH",2010,106331
"39003","LIMA, OH",2000,108473
"39005","RURAL",2010,53139
"39005","RURAL",2000,52523
"39007","CLEVELAND, OH",2000,102728
"39007","CLEVELAND, OH",2010,101497
"39009","RURAL",2010,64757
"39009","RURAL",2000,62223
"39011","LIMA, OH",2000,46611
"39011","LIMA, OH",2010,45949
"39013","WHEELING, WV",2010,70400
"39013","WHEELING, WV",2000,70226
"39015","CINCINNATI, OH",2010,44846
"39015","CINCINNATI, OH",2000,42285
"39017","CINCINNATI, OH",2010,368130
"39017","CINCINNATI, OH",2000,332807
"39019","CANTON, OH",2010,28836
"39019","CANTON, OH",2000,28836
"39021","RURAL",2010,40097
"39021","RURAL",2000,38890
"39023","DAYTON, OH",2010,138333
"39023","DAYTON, OH",2000,144742
"39025","CINCINNATI, OH",2010,197363
"39025","CINCINNATI, OH",2000,177977
"39027","RURAL",2010,42040
"39027","RURAL",2000,40543
"39029","YOUNGSTOWN, OH",2010,107841
"39029","YOUNGSTOWN, OH",2000,112075
"39031","RURAL",2000,36655
"39031","RURAL",2010,36901
"39033","MANSFIELD, OH",2000,46966
"39033","MANSFIELD, OH",2010,43784
"39035","CLEVELAND, OH",2010,1280122
"39035","CLEVELAND, OH",2000,1393978
"39037","RURAL",2010,52959
"39037","RURAL",2000,53309
"39039","RURAL",2010,39037
"39039","RURAL",2000,39500
"39041","COLUMBUS, OH",2010,174214
"39041","COLUMBUS, OH",2000,109989
"39043","RURAL",2000,79551
"39043","RURAL",2010,77079
"39045","COLUMBUS, OH",2010,146156
"39045","COLUMBUS, OH",2000,122759
"39047","RURAL",2010,29030
"39047","RURAL",2000,28433
"39049","COLUMBUS, OH",2000,1068978
"39049","COLUMBUS, OH",2010,1163414
"39051","TOLEDO, OH",2010,42698
"39051","TOLEDO, OH",2000,42084
"39053","RURAL",2010,30934
"39053","RURAL",2000,31069
"39055","CLEVELAND, OH",2000,90895
"39055","CLEVELAND, OH",2010,93389
"39057","DAYTON, OH",2010,161573
"39057","DAYTON, OH",2000,147886
"39059","RURAL",2000,40792
"39059","RURAL",2010,40087
"39061","CINCINNATI, OH",2000,845303
"39061","CINCINNATI, OH",2010,802374
"39063","RURAL",2010,74782
"39063","RURAL",2000,71295
"39065","RURAL",2010,32058
"39065","RURAL",2000,31945
"39067","RURAL",2010,15864
"39067","RURAL",2000,15856
"39069","RURAL",2000,29210
"39069","RURAL",2010,28215
"39071","RURAL",2000,40875
"39071","RURAL",2010,43589
"39073","RURAL",2000,28241
"39073","RURAL",2010,29380
"39075","RURAL",2010,42366
"39075","RURAL",2000,38943
"39077","RURAL",2010,59626
"39077","RURAL",2000,59487
"39079","RURAL",2010,33225
"39079","RURAL",2000,32641
"39081","STEUBENVILLE, OH",2010,69709
"39081","STEUBENVILLE, OH",2000,73894
"39083","RURAL",2000,54500
"39083","RURAL",2010,60921
"39085","CLEVELAND, OH",2010,230041
"39085","CLEVELAND, OH",2000,227511
"39087","HUNTINGTON, WV",2010,62450
"39087","HUNTINGTON, WV",2000,62319
"39089","COLUMBUS, OH",2000,145491
"39089","COLUMBUS, OH",2010,166492
"39091","RURAL",2010,45858
"39091","RURAL",2000,46005
"39093","CLEVELAND, OH",2010,301356
"39093","CLEVELAND, OH",2000,284664
"39095","TOLEDO, OH",2000,455054
"39095","TOLEDO, OH",2010,441815
"39097","COLUMBUS, OH",2010,43435
"39097","COLUMBUS, OH",2000,40213
"39099","YOUNGSTOWN, OH",2010,238823
"39099","YOUNGSTOWN, OH",2000,257555
"39101","RURAL",2000,66217
"39101","RURAL",2010,66501
"39103","CLEVELAND, OH",2000,151095
"39103","CLEVELAND, OH",2010,172332
"39105","RURAL",2010,23770
"39105","RURAL",2000,23072
"39107","RURAL",2010,40814
"39107","RURAL",2000,40924
"39109","DAYTON, OH",2010,102506
"39109","DAYTON, OH",2000,98868
"39111","RURAL",2000,15180
"39111","RURAL",2010,14642
"39113","DAYTON, OH",2000,559062
"39113","DAYTON, OH",2010,535153
"39115","RURAL",2010,15054
"39115","RURAL",2000,14897
"39117","RURAL",2000,31628
"39117","RURAL",2010,34827
"39119","RURAL",2010,86074
"39119","RURAL",2000,84585
"39121","RURAL",2010,14645
"39121","RURAL",2000,14058
"39123","RURAL",2010,41428
"39123","RURAL",2000,40985
"39125","RURAL",2010,19614
"39125","RURAL",2000,20293
"39127","RURAL",2010,36058
"39127","RURAL",2000,34078
"39129","COLUMBUS, OH",2000,52727
"39129","COLUMBUS, OH",2010,55698
"39131","RURAL",2000,27695
"39131","RURAL",2010,28709
"39133","CLEVELAND, OH",2010,161419
"39133","CLEVELAND, OH",2000,152061
"39135","RURAL",2000,42337
"39135","RURAL",2010,42270
"39137","RURAL",2000,34726
"39137","RURAL",2010,34499
"39139","MANSFIELD, OH",2000,128852
"39139","MANSFIELD, OH",2010,124475
"39141","RURAL",2000,73345
"39141","RURAL",2010,78064
"39143","RURAL",2010,60944
"39143","RURAL",2000,61792
"39145","RURAL",2010,79499
"39145","RURAL",2000,79195
"39147","RURAL",2010,56745
"39147","RURAL",2000,58683
"39149","RURAL",2000,47910
"39149","RURAL",2010,49423
"39151","CANTON, OH",2010,375586
"39151","CANTON, OH",2000,378098
"39153","CLEVELAND, OH",2010,541781
"39153","CLEVELAND, OH",2000,542899
"39155","YOUNGSTOWN, OH",2000,225116
"39155","YOUNGSTOWN, OH",2010,210312
"39157","RURAL",2010,92582
"39157","RURAL",2000,90914
"39159","RURAL",2010,52300
"39159","RURAL",2000,40909
"39161","RURAL",2010,28744
"39161","RURAL",2000,29659
"39163","RURAL",2000,12806
"39163","RURAL",2010,13435
"39165","CINCINNATI, OH",2010,212693
"39165","CINCINNATI, OH",2000,158383
"39167","PARKERSBURG, WV",2000,63251
"39167","PARKERSBURG, WV",2010,61778
"39169","RURAL",2000,111564
"39169","RURAL",2010,114520
"39171","RURAL",2000,39188
"39171","RURAL",2010,37642
"39173","TOLEDO, OH",2010,125488
"39173","TOLEDO, OH",2000,121065
"39175","RURAL",2000,22908
"39175","RURAL",2010,22615
"40001","RURAL",2010,22683
"40001","RURAL",2000,21038
"40003","RURAL",2000,6105
"40003","RURAL",2010,5642
"40005","RURAL",2010,14182
"40005","RURAL",2000,13879
"40007","RURAL",2010,5636
"40007","RURAL",2000,5857
"40009","RURAL",2000,19799
"40009","RURAL",2010,22119
"40011","RURAL",2010,11943
"40011","RURAL",2000,11976
"40013","RURAL",2000,36534
"40013","RURAL",2010,42416
"40015","RURAL",2000,30150
"40015","RURAL",2010,29600
"40017","OKLAHOMA CITY, OK",2010,115541
"40017","OKLAHOMA CITY, OK",2000,87697
"40019","RURAL",2010,47557
"40019","RURAL",2000,45621
"40021","RURAL",2010,46987
"40021","RURAL",2000,42521
"40023","RURAL",2010,15205
"40023","RURAL",2000,15342
"40025","RURAL",2000,3148
"40025","RURAL",2010,2475
"40027","OKLAHOMA CITY, OK",2000,208016
"40027","OKLAHOMA CITY, OK",2010,255755
"40029","RURAL",2000,6031
"40029","RURAL",2010,5925
"40031","LAWTON, OK",2010,124098
"40031","LAWTON, OK",2000,114996
"40033","RURAL",2000,6614
"40033","RURAL",2010,6193
"40035","RURAL",2010,15029
"40035","RURAL",2000,14950
"40037","TULSA, OK",2010,69967
"40037","TULSA, OK",2000,67367
"40039","RURAL",2000,26142
"40039","RURAL",2010,27469
"40041","RURAL",2010,41487
"40041","RURAL",2000,37077
"40043","RURAL",2000,4743
"40043","RURAL",2010,4810
"40045","RURAL",2000,4075
"40045","RURAL",2010,4151
"40047","ENID, OK",2000,57813
"40047","ENID, OK",2010,60580
"40049","RURAL",2010,27576
"40049","RURAL",2000,27210
"40051","RURAL",2010,52431
"40051","RURAL",2000,45516
"40053","RURAL",2010,4527
"40053","RURAL",2000,5144
"40055","RURAL",2000,6061
"40055","RURAL",2010,6239
"40057","RURAL",2010,2922
"40057","RURAL",2000,3283
"40059","RURAL",2010,3685
"40059","RURAL",2000,3562
"40061","RURAL",2010,12769
"40061","RURAL",2000,11792
"40063","RURAL",2000,14154
"40063","RURAL",2010,14003
"40065","RURAL",2010,26446
"40065","RURAL",2000,28439
"40067","RURAL",2010,6472
"40067","RURAL",2000,6818
"40069","RURAL",2000,10513
"40069","RURAL",2010,10957
"40071","RURAL",2000,48080
"40071","RURAL",2010,46562
"40073","RURAL",2000,13926
"40073","RURAL",2010,15034
"40075","RURAL",2010,9446
"40075","RURAL",2000,10227
"40077","RURAL",2010,11154
"40077","RURAL",2000,10692
"40079","RURAL",2010,50384
"40079","RURAL",2000,48109
"40081","RURAL",2000,32080
"40081","RURAL",2010,34273
"40083","OKLAHOMA CITY, OK",2000,33924
"40083","OKLAHOMA CITY, OK",2010,41848
"40085","RURAL",2010,9423
"40085","RURAL",2000,8831
"40087","OKLAHOMA CITY, OK",2010,34506
"40087","OKLAHOMA CITY, OK",2000,27740
"40089","RURAL",2010,33151
"40089","RURAL",2000,34402
"40091","RURAL",2010,20252
"40091","RURAL",2000,19456
"40093","RURAL",2000,7545
"40093","RURAL",2010,7527
"40095","RURAL",2000,13184
"40095","RURAL",2010,15840
"40097","RURAL",2010,41259
"40097","RURAL",2000,38369
"40099","RURAL",2010,13488
"40099","RURAL",2000,12623
"40101","RURAL",2000,69451
"40101","RURAL",2010,70990
"40103","RURAL",2000,11411
"40103","RURAL",2010,11561
"40105","RURAL",2010,10536
"40105","RURAL",2000,10569
"40107","RURAL",2000,11814
"40107","RURAL",2010,12191
"40109","OKLAHOMA CITY, OK",2000,660448
"40109","OKLAHOMA CITY, OK",2010,718633
"40111","RURAL",2010,40069
"40111","RURAL",2000,39685
"40113","TULSA, OK",2000,44437
"40113","TULSA, OK",2010,47472
"40115","RURAL",2010,31848
"40115","RURAL",2000,33194
"40117","RURAL",2010,16577
"40117","RURAL",2000,16612
"40119","RURAL",2010,77350
"40119","RURAL",2000,68190
"40121","RURAL",2010,45837
"40121","RURAL",2000,43953
"40123","RURAL",2000,35143
"40123","RURAL",2010,37492
"40125","OKLAHOMA CITY, OK",2010,69442
"40125","OKLAHOMA CITY, OK",2000,65521
"40127","RURAL",2000,11667
"40127","RURAL",2010,11572
"40129","RURAL",2010,3647
"40129","RURAL",2000,3436
"40131","TULSA, OK",2000,70641
"40131","TULSA, OK",2010,86905
"40133","RURAL",2010,25482
"40133","RURAL",2000,24894
"40135","FORT SMITH, AR",2000,38972
"40135","FORT SMITH, AR",2010,42391
"40137","RURAL",2010,45048
"40137","RURAL",2000,43182
"40139","RURAL",2010,20640
"40139","RURAL",2000,20107
"40141","RURAL",2000,9287
"40141","RURAL",2010,7992
"40143","TULSA, OK",2000,563299
"40143","TULSA, OK",2010,603403
"40145","TULSA, OK",2000,57491
"40145","TULSA, OK",2010,73085
"40147","RURAL",2010,50976
"40147","RURAL",2000,48996
"40149","RURAL",2000,11508
"40149","RURAL",2010,11629
"40151","RURAL",2010,8878
"40151","RURAL",2000,9089
"40153","RURAL",2010,20081
"40153","RURAL",2000,18486
"41001","RURAL",2010,16134
"41001","RURAL",2000,16741
"41003","RURAL",2000,78153
"41003","RURAL",2010,85579
"41005","PORTLAND, OR",2010,375992
"41005","PORTLAND, OR",2000,338391
"41007","RURAL",2010,37039
"41007","RURAL",2000,35630
"41009","PORTLAND, OR",2000,43560
"41009","PORTLAND, OR",2010,49351
"41011","RURAL",2010,63043
"41011","RURAL",2000,62779
"41013","RURAL",2010,20978
"41013","RURAL",2000,19182
"41015","RURAL",2000,21137
"41015","RURAL",2010,22364
"41017","RURAL",2000,115367
"41017","RURAL",2010,157733
"41019","RURAL",2000,100399
"41019","RURAL",2010,107667
"41021","RURAL",2000,1915
"41021","RURAL",2010,1871
"41023","RURAL",2010,7445
"41023","RURAL",2000,7935
"41025","RURAL",2010,7422
"41025","RURAL",2000,7609
"41027","RURAL",2010,22346
"41027","RURAL",2000,20411
"41029","MEDFORD, OR",2000,181269
"41029","MEDFORD, OR",2010,203206
"41031","RURAL",2010,21720
"41031","RURAL",2000,19009
"41033","RURAL",2010,82713
"41033","RURAL",2000,75726
"41035","RURAL",2010,66380
"41035","RURAL",2000,63775
"41037","RURAL",2000,7422
"41037","RURAL",2010,7895
"41039","EUGENE, OR",2010,351715
"41039","EUGENE, OR",2000,322959
"41041","RURAL",2000,44479
"41041","RURAL",2010,46034
"41043","RURAL",2000,103069
"41043","RURAL",2010,116672
"41045","RURAL",2010,31313
"41045","RURAL",2000,31615
"41047","PORTLAND, OR",2010,315335
"41047","PORTLAND, OR",2000,284834
"41049","RURAL",2000,10995
"41049","RURAL",2010,11173
"41051","PORTLAND, OR",2010,735334
"41051","PORTLAND, OR",2000,660486
"41053","PORTLAND, OR",2010,75403
"41053","PORTLAND, OR",2000,62380
"41055","RURAL",2000,1934
"41055","RURAL",2010,1765
"41057","RURAL",2010,25250
"41057","RURAL",2000,24262
"41059","RURAL",2010,75889
"41059","RURAL",2000,70548
"41061","RURAL",2010,25748
"41061","RURAL",2000,24530
"41063","RURAL",2000,7226
"41063","RURAL",2010,7008
"41065","RURAL",2010,25213
"41065","RURAL",2000,23791
"41067","PORTLAND, OR",2010,529710
"41067","PORTLAND, OR",2000,445342
"41069","RURAL",2000,1547
"41069","RURAL",2010,1441
"41071","PORTLAND, OR",2010,99193
"41071","PORTLAND, OR",2000,84992
"42001","RURAL",2010,101407
"42001","RURAL",2000,91292
"42003","PITTSBURGH, PA",2010,1223348
"42003","PITTSBURGH, PA",2000,1281666
"42005","RURAL",2010,68941
"42005","RURAL",2000,72392
"42007","PITTSBURGH, PA",2010,170539
"42007","PITTSBURGH, PA",2000,181412
"42009","RURAL",2010,49762
"42009","RURAL",2000,49984
"42011","READING, PA",2000,373638
"42011","READING, PA",2010,411442
"42013","ALTOONA, PA",2010,127089
"42013","ALTOONA, PA",2000,129144
"42015","RURAL",2010,62622
"42015","RURAL",2000,62761
"42017","PHILADELPHIA, PA",2000,597635
"42017","PHILADELPHIA, PA",2010,625249
"42019","PITTSBURGH, PA",2000,174083
"42019","PITTSBURGH, PA",2010,183862
"42021","JOHNSTOWN, PA",2000,152598
"42021","JOHNSTOWN, PA",2010,143679
"42023","RURAL",2010,5085
"42023","RURAL",2000,5974
"42025","ALLENTOWN, PA",2000,58802
"42025","ALLENTOWN, PA",2010,65249
"42027","STATE COLLEGE, PA",2010,153990
"42027","STATE COLLEGE, PA",2000,135758
"42029","PHILADELPHIA, PA",2010,498886
"42029","PHILADELPHIA, PA",2000,433501
"42031","RURAL",2000,41765
"42031","RURAL",2010,39988
"42033","RURAL",2000,83382
"42033","RURAL",2010,81642
"42035","RURAL",2010,39238
"42035","RURAL",2000,37914
"42037","SCRANTON, PA",2010,67295
"42037","SCRANTON, PA",2000,64151
"42039","RURAL",2010,88765
"42039","RURAL",2000,90366
"42041","HARRISBURG, PA",2010,235406
"42041","HARRISBURG, PA",2000,213674
"42043","HARRISBURG, PA",2000,251798
"42043","HARRISBURG, PA",2010,268100
"42045","PHILADELPHIA, PA",2010,558979
"42045","PHILADELPHIA, PA",2000,550864
"42047","RURAL",2000,35112
"42047","RURAL",2010,31946
"42049","ERIE, PA",2010,280566
"42049","ERIE, PA",2000,280843
"42051","PITTSBURGH, PA",2000,148644
"42051","PITTSBURGH, PA",2010,136606
"42053","RURAL",2000,4946
"42053","RURAL",2010,7716
"42055","RURAL",2010,149618
"42055","RURAL",2000,129313
"42057","RURAL",2010,14845
"42057","RURAL",2000,14261
"42059","RURAL",2000,40672
"42059","RURAL",2010,38686
"42061","RURAL",2010,45913
"42061","RURAL",2000,45586
"42063","RURAL",2010,88880
"42063","RURAL",2000,89605
"42065","RURAL",2010,45200
"42065","RURAL",2000,45932
"42067","RURAL",2010,24636
"42067","RURAL",2000,22821
"42069","SCRANTON, PA",2010,214437
"42069","SCRANTON, PA",2000,213295
"42071","LANCASTER, PA",2010,519445
"42071","LANCASTER, PA",2000,470658
"42073","RURAL",2010,91108
"42073","RURAL",2000,94643
"42075","HARRISBURG, PA",2000,120327
"42075","HARRISBURG, PA",2010,133568
"42077","ALLENTOWN, PA",2000,312090
"42077","ALLENTOWN, PA",2010,349497
"42079","SCRANTON, PA",2010,320918
"42079","SCRANTON, PA",2000,319250
"42081","WILLIAMSPORT, PA",2010,116111
"42081","WILLIAMSPORT, PA",2000,120044
"42083","RURAL",2010,43450
"42083","RURAL",2000,45936
"42085","SHARON, PA",2010,116638
"42085","SHARON, PA",2000,120293
"42087","RURAL",2000,46486
"42087","RURAL",2010,46682
"42089","RURAL",2010,169842
"42089","RURAL",2000,138687
"42091","PHILADELPHIA, PA",2010,799874
"42091","PHILADELPHIA, PA",2000,750097
"42093","RURAL",2010,18267
"42093","RURAL",2000,18236
"42095","ALLENTOWN, PA",2010,297735
"42095","ALLENTOWN, PA",2000,267066
"42097","RURAL",2010,94528
"42097","RURAL",2000,94556
"42099","HARRISBURG, PA",2000,43602
"42099","HARRISBURG, PA",2010,45969
"42101","PHILADELPHIA, PA",2000,1517550
"42101","PHILADELPHIA, PA",2010,1526006
"42103","NEW YORK, NY",2010,57369
"42103","NEW YORK, NY",2000,46302
"42105","RURAL",2000,18080
"42105","RURAL",2010,17457
"42107","RURAL",2010,148289
"42107","RURAL",2000,150336
"42109","RURAL",2010,39702
"42109","RURAL",2000,37546
"42111","JOHNSTOWN, PA",2000,80023
"42111","JOHNSTOWN, PA",2010,77742
"42113","RURAL",2010,6428
"42113","RURAL",2000,6556
"42115","RURAL",2000,42238
"42115","RURAL",2010,43356
"42117","RURAL",2010,41981
"42117","RURAL",2000,41373
"42119","RURAL",2000,41624
"42119","RURAL",2010,44947
"42121","RURAL",2000,57565
"42121","RURAL",2010,54984
"42123","RURAL",2000,43863
"42123","RURAL",2010,41815
"42125","PITTSBURGH, PA",2010,207820
"42125","PITTSBURGH, PA",2000,202897
"42127","RURAL",2000,47722
"42127","RURAL",2010,52822
"42129","PITTSBURGH, PA",2000,369993
"42129","PITTSBURGH, PA",2010,365169
"42131","SCRANTON, PA",2000,28080
"42131","SCRANTON, PA",2010,28276
"42133","YORK, PA",2000,381751
"42133","YORK, PA",2010,434972
"44001","PROVIDENCE, RI",2000,50648
"44001","PROVIDENCE, RI",2010,49875
"44003","PROVIDENCE, RI",2010,166158
"44003","PROVIDENCE, RI",2000,167090
"44005","RURAL",2000,85433
"44005","RURAL",2010,82888
"44007","PROVIDENCE, RI",2000,621602
"44007","PROVIDENCE, RI",2010,626667
"44009","PROVIDENCE, RI",2010,126979
"44009","PROVIDENCE, RI",2000,123546
"45001","RURAL",2000,26167
"45001","RURAL",2010,25417
"45003","AUGUSTA, GA",2010,160099
"45003","AUGUSTA, GA",2000,142552
"45005","RURAL",2000,11211
"45005","RURAL",2010,10419
"45007","GREENVILLE, SC",2010,187126
"45007","GREENVILLE, SC",2000,165740
"45009","RURAL",2010,15987
"45009","RURAL",2000,16658
"45011","RURAL",2000,23478
"45011","RURAL",2010,22621
"45013","RURAL",2010,162233
"45013","RURAL",2000,120937
"45015","CHARLESTON, SC",2010,177843
"45015","CHARLESTON, SC",2000,142651
"45017","RURAL",2010,15175
"45017","RURAL",2000,15185
"45019","CHARLESTON, SC",2010,350209
"45019","CHARLESTON, SC",2000,309969
"45021","GREENVILLE, SC",2000,52537
"45021","GREENVILLE, SC",2010,55342
"45023","RURAL",2010,33140
"45023","RURAL",2000,34068
"45025","RURAL",2010,46734
"45025","RURAL",2000,42768
"45027","RURAL",2000,32502
"45027","RURAL",2010,34971
"45029","RURAL",2010,38892
"45029","RURAL",2000,38264
"45031","RURAL",2000,67394
"45031","RURAL",2010,68681
"45033","RURAL",2010,32062
"45033","RURAL",2000,30722
"45035","CHARLESTON, SC",2000,96413
"45035","CHARLESTON, SC",2010,136555
"45037","AUGUSTA, GA",2010,26985
"45037","AUGUSTA, GA",2000,24595
"45039","RURAL",2010,23956
"45039","RURAL",2000,23454
"45041","FLORENCE, SC",2000,125761
"45041","FLORENCE, SC",2010,136885
"45043","RURAL",2010,60158
"45043","RURAL",2000,55797
"45045","GREENVILLE, SC",2000,379616
"45045","GREENVILLE, SC",2010,451225
"45047","RURAL",2000,66271
"45047","RURAL",2010,69661
"45049","RURAL",2000,21386
"45049","RURAL",2010,21090
"45051","MYRTLE BEACH, SC",2000,196629
"45051","MYRTLE BEACH, SC",2010,269291
"45053","RURAL",2000,20678
"45053","RURAL",2010,24777
"45055","RURAL",2010,61697
"45055","RURAL",2000,52647
"45057","RURAL",2010,76652
"45057","RURAL",2000,61351
"45059","RURAL",2000,69567
"45059","RURAL",2010,66537
"45061","RURAL",2000,20119
"45061","RURAL",2010,19220
"45063","COLUMBIA, SC",2000,216014
"45063","COLUMBIA, SC",2010,262391
"45065","RURAL",2000,9958
"45065","RURAL",2010,10233
"45067","RURAL",2000,35466
"45067","RURAL",2010,33062
"45069","RURAL",2010,28933
"45069","RURAL",2000,28818
"45071","RURAL",2000,36108
"45071","RURAL",2010,37508
"45073","RURAL",2000,66215
"45073","RURAL",2010,74273
"45075","RURAL",2010,92501
"45075","RURAL",2000,91582
"45077","GREENVILLE, SC",2000,110757
"45077","GREENVILLE, SC",2010,119224
"45079","COLUMBIA, SC",2010,384504
"45079","COLUMBIA, SC",2000,320677
"45081","RURAL",2000,19181
"45081","RURAL",2010,19875
"45083","GREENVILLE, SC",2010,284307
"45083","GREENVILLE, SC",2000,253791
"45085","SUMTER, SC",2000,104646
"45085","SUMTER, SC",2010,107456
"45087","RURAL",2000,29881
"45087","RURAL",2010,28961
"45089","RURAL",2010,34423
"45089","RURAL",2000,37217
"45091","CHARLOTTE, NC",2000,164614
"45091","CHARLOTTE, NC",2010,226073
"46003","RURAL",2000,3058
"46003","RURAL",2010,2710
"46005","RURAL",2000,17023
"46005","RURAL",2010,17398
"46007","RURAL",2010,3431
"46007","RURAL",2000,3574
"46009","RURAL",2010,7070
"46009","RURAL",2000,7260
